customer_id,pre_orders,crisis_orders,total_spend,segment
CUST026828,1,0,298.67,One-Timer
CUST026829,1,1,729.3699999999999,Other Active
CUST026835,3,0,875.65,Lapsed Loyalist
CUST026837,1,0,377.92,One-Timer
CUST026839,1,0,367.54,One-Timer
CUST026841,1,0,399.46,One-Timer
CUST026843,1,0,364.69,One-Timer
CUST026846,2,0,924.25,Lapsed Loyalist
CUST026849,1,0,320.94,One-Timer
CUST026851,3,0,1223.49,Lapsed Loyalist
CUST026852,2,0,626.54,Lapsed Loyalist
CUST026853,2,0,699.4300000000001,Lapsed Loyalist
CUST026854,2,0,692.4200000000001,Lapsed Loyalist
CUST026855,1,1,408.37,Other Active
CUST026858,1,0,279.61,One-Timer
CUST026859,1,0,275.51,One-Timer
CUST026861,1,0,299.41,One-Timer
CUST026862,1,0,372.12,One-Timer
CUST026864,1,0,438.48,One-Timer
CUST026871,1,1,640.6800000000001,Other Active
CUST026873,1,0,308.99,One-Timer
CUST026874,2,0,617.26,Lapsed Loyalist
CUST026875,1,0,338.09,One-Timer
CUST026877,1,0,716.51,One-Timer
CUST026880,1,0,318.75,One-Timer
CUST026881,1,0,554.47,One-Timer
CUST026882,2,0,778.89,Lapsed Loyalist
CUST026885,1,0,415.02,One-Timer
CUST026887,1,0,176.15,One-Timer
CUST026889,1,0,449.0,One-Timer
CUST026891,1,0,303.02,One-Timer
CUST026894,1,0,233.29,One-Timer
CUST026904,1,0,428.85,One-Timer
CUST026907,1,0,326.64,One-Timer
CUST026908,1,0,265.03,One-Timer
CUST026913,1,0,253.73,One-Timer
CUST026914,1,0,311.24,One-Timer
CUST026915,1,0,409.81,One-Timer
CUST026916,3,0,802.39,Lapsed Loyalist
CUST026919,1,1,708.52,Other Active
CUST026926,1,0,399.3,One-Timer
CUST026928,2,1,1135.33,Other Active
CUST026931,1,0,431.32,One-Timer
CUST026932,2,1,919.6299999999999,Other Active
CUST026937,1,0,213.15,One-Timer
CUST026938,1,0,824.11,One-Timer
CUST026939,1,0,231.68,One-Timer
CUST026941,2,0,535.31,Lapsed Loyalist
CUST026943,1,0,287.25,One-Timer
CUST026947,1,0,314.84,One-Timer
CUST026951,3,0,1138.72,Lapsed Loyalist
CUST026954,2,1,1008.66,Other Active
CUST026955,1,0,574.9,One-Timer
CUST026956,1,0,220.48,One-Timer
CUST026957,1,1,836.54,Other Active
CUST026958,3,0,1009.3299999999999,Lapsed Loyalist
CUST026967,2,1,1051.6100000000001,Other Active
CUST026969,2,0,682.5899999999999,Lapsed Loyalist
CUST026972,1,0,334.15,One-Timer
CUST026974,1,0,763.13,One-Timer
CUST026975,1,0,526.08,One-Timer
CUST026976,1,0,369.41,One-Timer
CUST026978,2,0,573.8,Lapsed Loyalist
CUST026979,1,0,371.78,One-Timer
CUST026983,1,0,327.48,One-Timer
CUST026987,1,1,1060.77,Other Active
CUST026992,4,0,1304.29,Lapsed Loyalist
CUST026994,1,0,464.16,One-Timer
CUST026996,3,0,973.14,Lapsed Loyalist
CUST027002,2,0,616.56,Lapsed Loyalist
CUST027004,1,0,512.53,One-Timer
CUST027008,1,0,519.28,One-Timer
CUST027009,1,1,765.8399999999999,Other Active
CUST027015,1,1,660.6700000000001,Other Active
CUST027018,2,0,793.7,Lapsed Loyalist
CUST027023,1,0,252.4,One-Timer
CUST027024,1,0,340.73,One-Timer
CUST027025,1,0,260.09,One-Timer
CUST027027,3,1,1362.29,Other Active
CUST027028,2,0,408.89,Lapsed Loyalist
CUST027035,1,0,255.11,One-Timer
CUST027037,1,0,292.89,One-Timer
CUST027038,1,0,328.86,One-Timer
CUST027042,1,0,376.12,One-Timer
CUST027045,3,0,1180.3200000000002,Lapsed Loyalist
CUST027046,1,0,333.23,One-Timer
CUST027050,1,0,250.21,One-Timer
CUST027051,1,0,221.26,One-Timer
CUST027056,2,0,726.8199999999999,Lapsed Loyalist
CUST027057,1,1,545.26,Other Active
CUST027059,1,0,506.32,One-Timer
CUST027061,1,0,447.36,One-Timer
CUST027064,1,0,823.74,One-Timer
CUST027069,1,0,286.78,One-Timer
CUST027077,1,0,235.63,One-Timer
CUST027080,1,0,192.72,One-Timer
CUST027081,1,0,235.08,One-Timer
CUST027086,2,0,582.74,Lapsed Loyalist
CUST027090,2,0,764.75,Lapsed Loyalist
CUST027095,1,0,248.51,One-Timer
CUST027101,1,0,366.9,One-Timer
CUST027103,1,0,256.62,One-Timer
CUST027104,1,0,318.86,One-Timer
CUST027106,2,1,949.0799999999999,Other Active
CUST027107,1,0,218.56,One-Timer
CUST027108,1,0,390.42,One-Timer
CUST027110,1,0,265.05,One-Timer
CUST027116,2,0,501.13,Lapsed Loyalist
CUST027117,1,0,205.5,One-Timer
CUST027118,2,0,1030.86,Lapsed Loyalist
CUST027122,1,0,476.03,One-Timer
CUST027124,1,0,457.42,One-Timer
CUST027125,1,0,364.3,One-Timer
CUST027126,1,0,424.95,One-Timer
CUST027127,1,0,282.09,One-Timer
CUST027128,2,0,698.55,Lapsed Loyalist
CUST027129,2,0,678.74,Lapsed Loyalist
CUST027133,1,0,484.97,One-Timer
CUST027134,1,1,932.1,Other Active
CUST027138,2,0,590.76,Lapsed Loyalist
CUST027143,2,0,740.65,Lapsed Loyalist
CUST027144,1,0,315.02,One-Timer
CUST027146,1,0,326.65,One-Timer
CUST027150,1,0,279.84,One-Timer
CUST027152,2,0,1065.58,Lapsed Loyalist
CUST027153,3,0,1318.8,Lapsed Loyalist
CUST027154,2,1,951.5699999999999,Other Active
CUST027159,1,1,512.47,Other Active
CUST027160,2,0,432.41,Lapsed Loyalist
CUST027161,2,0,713.23,Lapsed Loyalist
CUST027164,1,0,312.51,One-Timer
CUST027165,1,0,486.58,One-Timer
CUST027167,2,1,1342.6399999999999,Other Active
CUST027170,1,1,952.1199999999999,Other Active
CUST027173,1,0,346.26,One-Timer
CUST027176,1,0,381.17,One-Timer
CUST027177,2,0,904.46,Lapsed Loyalist
CUST027179,1,0,343.92,One-Timer
CUST027180,2,0,680.71,Lapsed Loyalist
CUST027182,3,0,1076.8,Lapsed Loyalist
CUST027183,1,0,185.42,One-Timer
CUST027184,1,1,554.92,Other Active
CUST027186,2,0,787.01,Lapsed Loyalist
CUST027187,1,0,467.12,One-Timer
CUST027189,1,0,469.72,One-Timer
CUST027190,1,0,253.5,One-Timer
CUST027191,1,0,300.02,One-Timer
CUST027193,1,0,399.59,One-Timer
CUST027194,1,0,225.25,One-Timer
CUST027195,1,1,812.94,Other Active
CUST027196,2,0,642.54,Lapsed Loyalist
CUST027199,1,0,395.51,One-Timer
CUST027201,1,0,336.29,One-Timer
CUST027204,1,0,331.16,One-Timer
CUST027206,1,0,427.28,One-Timer
CUST027211,1,1,655.52,Other Active
CUST027213,2,0,571.24,Lapsed Loyalist
CUST027215,1,0,350.49,One-Timer
CUST027216,1,0,415.11,One-Timer
CUST027217,1,0,530.28,One-Timer
CUST027219,1,1,545.98,Other Active
CUST027224,1,0,506.21,One-Timer
CUST027226,1,0,308.75,One-Timer
CUST027227,1,0,247.36,One-Timer
CUST027228,1,0,358.82,One-Timer
CUST027231,3,0,1064.28,Lapsed Loyalist
CUST027232,1,0,371.79,One-Timer
CUST027237,1,0,287.09,One-Timer
CUST027239,1,0,315.06,One-Timer
CUST027240,1,0,263.33,One-Timer
CUST027241,1,0,279.12,One-Timer
CUST027244,1,1,744.35,Other Active
CUST027251,1,0,202.95,One-Timer
CUST027252,1,0,555.02,One-Timer
CUST027260,1,0,295.73,One-Timer
CUST027265,1,0,178.76,One-Timer
CUST027266,1,0,364.26,One-Timer
CUST027267,1,0,519.28,One-Timer
CUST027268,1,0,264.44,One-Timer
CUST027270,1,0,243.76,One-Timer
CUST027271,1,1,658.97,Other Active
CUST027273,1,0,533.32,One-Timer
CUST027274,3,0,926.37,Lapsed Loyalist
CUST027276,1,0,323.29,One-Timer
CUST027277,1,0,310.29,One-Timer
CUST027278,2,0,683.21,Lapsed Loyalist
CUST027282,2,0,786.88,Lapsed Loyalist
CUST027285,1,0,278.01,One-Timer
CUST027291,1,0,296.92,One-Timer
CUST027292,1,1,824.25,Other Active
CUST027296,1,0,226.19,One-Timer
CUST027304,1,0,353.02,One-Timer
CUST027305,1,1,517.95,Other Active
CUST027307,1,0,411.91,One-Timer
CUST027309,2,0,554.35,Lapsed Loyalist
CUST027311,1,0,484.11,One-Timer
CUST027319,1,0,487.12,One-Timer
CUST027320,1,0,562.03,One-Timer
CUST027324,1,0,406.4,One-Timer
CUST027331,1,1,457.74,Other Active
CUST027332,1,0,247.87,One-Timer
CUST027335,2,0,672.0,Lapsed Loyalist
CUST027336,1,0,233.56,One-Timer
CUST027343,1,0,306.63,One-Timer
CUST027345,4,0,1132.71,Lapsed Loyalist
CUST027348,1,0,213.29,One-Timer
CUST027350,1,0,380.98,One-Timer
CUST027354,1,0,286.88,One-Timer
CUST027358,1,0,289.73,One-Timer
CUST027361,1,1,726.5999999999999,Other Active
CUST027362,1,0,488.87,One-Timer
CUST027363,1,1,668.89,Other Active
CUST027364,1,0,346.51,One-Timer
CUST027370,1,1,684.86,Other Active
CUST027371,2,0,917.9300000000001,Lapsed Loyalist
CUST027372,1,0,285.06,One-Timer
CUST027374,1,0,312.38,One-Timer
CUST027378,1,0,257.52,One-Timer
CUST027382,1,0,331.91,One-Timer
CUST027383,2,0,886.76,Lapsed Loyalist
CUST027385,1,0,411.08,One-Timer
CUST027387,1,0,574.31,One-Timer
CUST027390,1,0,318.53,One-Timer
CUST027391,1,0,396.56,One-Timer
CUST027392,1,0,418.12,One-Timer
CUST027395,1,0,300.79,One-Timer
CUST027396,2,0,1139.97,Lapsed Loyalist
CUST027397,1,0,285.02,One-Timer
CUST027399,1,0,334.02,One-Timer
CUST027400,1,0,338.02,One-Timer
CUST027403,1,0,361.58,One-Timer
CUST027404,1,0,309.33,One-Timer
CUST027410,1,0,367.06,One-Timer
CUST027412,1,0,412.73,One-Timer
CUST027417,1,0,218.41,One-Timer
CUST027419,2,1,911.43,Other Active
CUST027422,1,1,836.1800000000001,Other Active
CUST027423,2,0,1166.1100000000001,Lapsed Loyalist
CUST027424,1,0,358.8,One-Timer
CUST027425,1,0,339.06,One-Timer
CUST027428,1,0,551.33,One-Timer
CUST027431,1,0,459.79,One-Timer
CUST027432,1,1,521.1600000000001,Other Active
CUST027434,1,0,447.7,One-Timer
CUST027437,1,1,599.79,Other Active
CUST027438,2,1,1505.09,Other Active
CUST027439,1,0,417.04,One-Timer
CUST027442,2,0,482.28999999999996,Lapsed Loyalist
CUST027444,1,0,441.25,One-Timer
CUST027446,1,0,251.04,One-Timer
CUST027447,1,0,411.26,One-Timer
CUST027450,1,0,524.51,One-Timer
CUST027452,1,1,949.84,Other Active
CUST027453,1,1,820.13,Other Active
CUST027454,1,0,422.17,One-Timer
CUST027456,1,0,225.92,One-Timer
CUST027457,1,0,271.37,One-Timer
CUST027458,1,0,437.38,One-Timer
CUST027459,2,0,797.49,Lapsed Loyalist
CUST027460,1,0,450.2,One-Timer
CUST027461,1,1,569.3499999999999,Other Active
CUST027463,2,0,533.6600000000001,Lapsed Loyalist
CUST027464,3,0,967.1800000000001,Lapsed Loyalist
CUST027466,2,0,784.51,Lapsed Loyalist
CUST027473,1,1,548.37,Other Active
CUST027475,2,0,585.1600000000001,Lapsed Loyalist
CUST027476,3,0,1239.05,Lapsed Loyalist
CUST027477,1,0,679.08,One-Timer
CUST027478,1,0,358.37,One-Timer
CUST027481,1,0,329.87,One-Timer
CUST027482,1,0,198.74,One-Timer
CUST027484,1,0,244.22,One-Timer
CUST027489,1,0,430.31,One-Timer
CUST027492,1,0,423.39,One-Timer
CUST027493,1,0,254.78,One-Timer
CUST027495,1,0,367.4,One-Timer
CUST027496,1,0,512.3,One-Timer
CUST027497,1,1,520.84,Other Active
CUST027498,1,0,335.23,One-Timer
CUST027499,2,0,883.73,Lapsed Loyalist
CUST027500,1,0,391.71,One-Timer
CUST027502,3,0,905.21,Lapsed Loyalist
CUST027503,1,0,226.13,One-Timer
CUST027504,1,0,398.46,One-Timer
CUST027506,1,0,564.4,One-Timer
CUST027509,2,0,855.75,Lapsed Loyalist
CUST027515,1,0,371.81,One-Timer
CUST027517,1,1,940.48,Other Active
CUST027519,2,0,698.3399999999999,Lapsed Loyalist
CUST027525,2,0,638.63,Lapsed Loyalist
CUST027526,1,0,294.02,One-Timer
CUST027532,1,0,460.37,One-Timer
CUST027540,2,0,639.45,Lapsed Loyalist
CUST027541,1,0,249.08,One-Timer
CUST027542,1,0,360.53,One-Timer
CUST027546,1,0,517.22,One-Timer
CUST027549,1,0,251.58,One-Timer
CUST027551,1,0,264.92,One-Timer
CUST027552,1,0,509.44,One-Timer
CUST027558,2,0,1086.94,Lapsed Loyalist
CUST027560,2,0,786.4300000000001,Lapsed Loyalist
CUST027561,1,0,397.9,One-Timer
CUST027562,1,0,368.27,One-Timer
CUST027564,1,0,183.3,One-Timer
CUST027565,3,0,1020.53,Lapsed Loyalist
CUST027566,1,0,366.92,One-Timer
CUST027567,1,0,465.33,One-Timer
CUST027569,2,0,671.77,Lapsed Loyalist
CUST027573,1,0,756.39,One-Timer
CUST027575,2,0,598.52,Lapsed Loyalist
CUST027577,1,0,377.17,One-Timer
CUST027579,1,0,356.31,One-Timer
CUST027581,1,0,217.87,One-Timer
CUST027582,1,0,299.97,One-Timer
CUST027584,2,2,1740.42,Retained Loyalist
CUST027586,3,0,936.28,Lapsed Loyalist
CUST027587,1,0,432.82,One-Timer
CUST027588,2,1,1368.13,Other Active
CUST027589,3,1,1379.53,Other Active
CUST027591,1,0,543.47,One-Timer
CUST027593,1,0,168.16,One-Timer
CUST027594,1,0,327.04,One-Timer
CUST027595,1,0,256.92,One-Timer
CUST027600,1,0,284.73,One-Timer
CUST027604,2,0,627.55,Lapsed Loyalist
CUST027605,1,1,551.44,Other Active
CUST027609,1,1,781.2,Other Active
CUST027610,1,0,396.5,One-Timer
CUST027611,1,0,462.11,One-Timer
CUST027615,1,0,735.05,One-Timer
CUST027621,2,0,595.91,Lapsed Loyalist
CUST027622,1,0,303.68,One-Timer
CUST027624,1,0,323.52,One-Timer
CUST027625,1,0,390.12,One-Timer
CUST027627,1,0,456.65,One-Timer
CUST027628,1,1,1042.98,Other Active
CUST027631,1,0,656.65,One-Timer
CUST027632,1,0,505.95,One-Timer
CUST027633,2,1,1028.5700000000002,Other Active
CUST027634,1,0,258.73,One-Timer
CUST027637,1,0,346.45,One-Timer
CUST027638,1,1,299.69,Other Active
CUST027639,1,0,220.12,One-Timer
CUST027642,1,0,257.95,One-Timer
CUST027643,1,0,209.44,One-Timer
CUST027644,1,1,793.26,Other Active
CUST027647,1,0,758.68,One-Timer
CUST027651,1,0,419.95,One-Timer
CUST027652,1,1,784.3199999999999,Other Active
CUST027653,1,0,520.07,One-Timer
CUST027655,1,0,221.12,One-Timer
CUST027658,2,0,983.23,Lapsed Loyalist
CUST027659,2,0,510.82,Lapsed Loyalist
CUST027660,2,0,639.78,Lapsed Loyalist
CUST027663,1,0,341.94,One-Timer
CUST027666,1,0,834.64,One-Timer
CUST027671,1,0,266.47,One-Timer
CUST027677,1,0,182.9,One-Timer
CUST027680,2,1,1220.44,Other Active
CUST027681,1,0,422.18,One-Timer
CUST027686,1,0,427.61,One-Timer
CUST027689,1,0,428.6,One-Timer
CUST027693,1,0,378.93,One-Timer
CUST027699,1,0,291.57,One-Timer
CUST027701,1,0,560.56,One-Timer
CUST027702,1,0,384.56,One-Timer
CUST027704,1,1,699.5,Other Active
CUST027705,1,0,331.19,One-Timer
CUST027706,1,0,198.13,One-Timer
CUST027710,2,0,808.6700000000001,Lapsed Loyalist
CUST027712,1,0,319.68,One-Timer
CUST027714,1,0,480.23,One-Timer
CUST027715,1,0,292.16,One-Timer
CUST027716,1,0,464.38,One-Timer
CUST027717,1,0,357.8,One-Timer
CUST027718,1,0,578.69,One-Timer
CUST027722,1,0,380.31,One-Timer
CUST027723,1,0,312.59,One-Timer
CUST027724,3,0,921.45,Lapsed Loyalist
CUST027726,2,1,1033.35,Other Active
CUST027727,1,0,246.43,One-Timer
CUST027728,1,0,492.56,One-Timer
CUST027735,1,0,335.29,One-Timer
CUST027736,1,1,706.4200000000001,Other Active
CUST027744,1,0,417.94,One-Timer
CUST027746,1,0,379.32,One-Timer
CUST027747,1,1,692.91,Other Active
CUST027750,2,0,644.96,Lapsed Loyalist
CUST027752,1,0,279.98,One-Timer
CUST027753,1,0,182.22,One-Timer
CUST027754,2,0,548.46,Lapsed Loyalist
CUST027755,1,0,451.33,One-Timer
CUST027756,2,1,900.3499999999999,Other Active
CUST027757,1,0,446.89,One-Timer
CUST027759,1,0,288.68,One-Timer
CUST027760,1,0,155.64,One-Timer
CUST027764,1,0,326.17,One-Timer
CUST027765,1,1,824.44,Other Active
CUST027770,1,0,143.62,One-Timer
CUST027774,1,0,250.74,One-Timer
CUST027776,1,0,223.55,One-Timer
CUST027777,1,0,238.29,One-Timer
CUST027780,1,0,170.73,One-Timer
CUST027781,2,0,584.55,Lapsed Loyalist
CUST027785,1,0,286.55,One-Timer
CUST027790,1,0,393.45,One-Timer
CUST027791,2,1,863.1600000000001,Other Active
CUST027793,1,0,218.36,One-Timer
CUST027794,1,0,496.38,One-Timer
CUST027797,1,0,221.08,One-Timer
CUST027798,1,1,656.8,Other Active
CUST027799,1,0,214.35,One-Timer
CUST027802,1,0,383.56,One-Timer
CUST027805,1,1,528.94,Other Active
CUST027807,1,0,363.12,One-Timer
CUST027811,1,0,342.43,One-Timer
CUST027815,1,0,514.59,One-Timer
CUST027818,1,0,465.47,One-Timer
CUST027822,1,0,327.25,One-Timer
CUST027823,2,0,936.41,Lapsed Loyalist
CUST027824,2,0,624.0699999999999,Lapsed Loyalist
CUST027825,2,0,525.66,Lapsed Loyalist
CUST027826,2,0,1004.86,Lapsed Loyalist
CUST027827,2,1,1046.51,Other Active
CUST027831,1,0,246.29,One-Timer
CUST027838,2,0,482.76,Lapsed Loyalist
CUST027839,2,0,799.68,Lapsed Loyalist
CUST027845,2,1,716.44,Other Active
CUST027847,2,0,672.0,Lapsed Loyalist
CUST027848,1,0,203.96,One-Timer
CUST027852,1,0,303.07,One-Timer
CUST027853,1,0,250.26,One-Timer
CUST027855,1,1,635.49,Other Active
CUST027858,4,0,1316.92,Lapsed Loyalist
CUST027859,1,0,325.36,One-Timer
CUST027861,1,0,498.54,One-Timer
CUST027869,1,0,285.48,One-Timer
CUST027877,1,0,319.48,One-Timer
CUST027881,1,0,161.07,One-Timer
CUST027883,1,0,282.73,One-Timer
CUST027887,1,0,639.75,One-Timer
CUST027888,1,0,350.6,One-Timer
CUST027891,2,0,860.3399999999999,Lapsed Loyalist
CUST027892,1,0,292.87,One-Timer
CUST027897,1,0,400.17,One-Timer
CUST027900,1,0,384.19,One-Timer
CUST027905,1,0,200.27,One-Timer
CUST027910,1,0,290.94,One-Timer
CUST027911,1,0,397.61,One-Timer
CUST027912,1,0,611.4,One-Timer
CUST027913,1,0,327.58,One-Timer
CUST027918,1,0,248.84,One-Timer
CUST027920,1,0,362.09,One-Timer
CUST027921,1,0,707.84,One-Timer
CUST027922,1,0,417.17,One-Timer
CUST027923,1,0,401.79,One-Timer
CUST027924,1,0,312.42,One-Timer
CUST027926,1,0,333.01,One-Timer
CUST027938,1,0,308.93,One-Timer
CUST027940,1,0,319.35,One-Timer
CUST027942,2,0,427.39,Lapsed Loyalist
CUST027944,1,1,587.62,Other Active
CUST027947,2,0,765.16,Lapsed Loyalist
CUST027948,2,1,758.96,Other Active
CUST027950,1,0,371.27,One-Timer
CUST027951,2,1,979.5600000000001,Other Active
CUST027953,1,0,439.72,One-Timer
CUST027959,1,0,495.55,One-Timer
CUST027963,1,0,287.17,One-Timer
CUST027966,2,0,621.8199999999999,Lapsed Loyalist
CUST027967,1,0,280.37,One-Timer
CUST027972,2,0,402.45000000000005,Lapsed Loyalist
CUST027974,1,0,293.85,One-Timer
CUST027975,1,0,222.95,One-Timer
CUST027976,1,0,270.67,One-Timer
CUST027979,1,0,361.74,One-Timer
CUST027983,1,0,306.83,One-Timer
CUST027985,1,0,418.01,One-Timer
CUST027990,1,0,319.62,One-Timer
CUST027992,1,0,299.95,One-Timer
CUST027995,1,0,362.45,One-Timer
CUST027996,1,0,238.61,One-Timer
CUST027997,1,0,278.42,One-Timer
CUST027998,3,0,1443.94,Lapsed Loyalist
CUST027999,3,2,1933.97,Retained Loyalist
CUST028001,1,0,487.09,One-Timer
CUST028003,1,0,301.63,One-Timer
CUST028004,1,0,263.31,One-Timer
CUST028007,1,0,335.89,One-Timer
CUST028009,1,0,514.73,One-Timer
CUST028011,1,0,249.04,One-Timer
CUST028013,1,1,789.1600000000001,Other Active
CUST028018,1,1,680.07,Other Active
CUST028019,1,0,343.11,One-Timer
CUST028020,1,0,196.34,One-Timer
CUST028021,1,0,299.05,One-Timer
CUST028023,1,0,367.71,One-Timer
CUST028027,1,0,574.98,One-Timer
CUST028028,1,0,264.76,One-Timer
CUST028030,1,0,581.57,One-Timer
CUST028031,1,0,339.65,One-Timer
CUST028033,1,0,283.03,One-Timer
CUST028036,1,1,753.53,Other Active
CUST028040,2,0,694.9000000000001,Lapsed Loyalist
CUST028043,1,0,267.26,One-Timer
CUST028045,1,0,540.07,One-Timer
CUST028049,2,0,537.38,Lapsed Loyalist
CUST028051,1,0,487.66,One-Timer
CUST028053,1,0,199.26,One-Timer
CUST028054,1,0,221.98,One-Timer
CUST028057,2,0,659.03,Lapsed Loyalist
CUST028059,1,0,373.49,One-Timer
CUST028060,1,0,359.04,One-Timer
CUST028062,1,0,335.96,One-Timer
CUST028067,1,0,400.74,One-Timer
CUST028069,2,0,647.46,Lapsed Loyalist
CUST028079,1,0,223.98,One-Timer
CUST028081,2,0,664.47,Lapsed Loyalist
CUST028084,2,0,931.6700000000001,Lapsed Loyalist
CUST028085,1,0,324.06,One-Timer
CUST028089,1,0,347.64,One-Timer
CUST028090,1,0,211.04,One-Timer
CUST028091,1,0,242.43,One-Timer
CUST028092,2,0,583.21,Lapsed Loyalist
CUST028093,1,0,264.62,One-Timer
CUST028102,1,0,266.19,One-Timer
CUST028110,1,1,493.74,Other Active
CUST028111,1,0,355.6,One-Timer
CUST028112,2,0,619.9100000000001,Lapsed Loyalist
CUST028115,1,0,404.29,One-Timer
CUST028122,1,0,406.29,One-Timer
CUST028124,1,1,601.99,Other Active
CUST028126,2,0,670.3,Lapsed Loyalist
CUST028127,2,1,1018.11,Other Active
CUST028128,1,0,305.88,One-Timer
CUST028129,1,0,343.27,One-Timer
CUST028132,1,0,311.02,One-Timer
CUST028133,1,1,766.6099999999999,Other Active
CUST028134,1,0,282.44,One-Timer
CUST028136,1,0,592.29,One-Timer
CUST028137,2,0,600.26,Lapsed Loyalist
CUST028138,1,0,319.57,One-Timer
CUST028143,1,0,481.6,One-Timer
CUST028145,1,0,615.25,One-Timer
CUST028146,1,0,381.98,One-Timer
CUST028147,1,0,342.67,One-Timer
CUST028149,1,0,447.07,One-Timer
CUST028152,1,0,201.18,One-Timer
CUST028157,1,0,362.31,One-Timer
CUST028158,1,0,326.7,One-Timer
CUST028160,3,0,1063.74,Lapsed Loyalist
CUST028161,1,0,248.46,One-Timer
CUST028163,2,0,844.19,Lapsed Loyalist
CUST028165,3,0,1213.82,Lapsed Loyalist
CUST028166,1,0,357.48,One-Timer
CUST028171,1,0,447.28,One-Timer
CUST028172,1,1,427.91999999999996,Other Active
CUST028175,1,0,192.69,One-Timer
CUST028179,1,0,316.36,One-Timer
CUST028184,2,0,843.74,Lapsed Loyalist
CUST028188,1,0,469.9,One-Timer
CUST028192,2,0,830.8700000000001,Lapsed Loyalist
CUST028193,2,0,784.0799999999999,Lapsed Loyalist
CUST028196,1,0,273.61,One-Timer
CUST028201,1,1,800.56,Other Active
CUST028202,1,0,268.97,One-Timer
CUST028205,1,0,384.36,One-Timer
CUST028206,1,0,253.83,One-Timer
CUST028207,3,1,1243.37,Other Active
CUST028208,1,1,556.44,Other Active
CUST028209,1,1,592.79,Other Active
CUST028216,2,1,1085.18,Other Active
CUST028218,1,0,463.51,One-Timer
CUST028220,2,0,540.05,Lapsed Loyalist
CUST028222,2,0,836.8399999999999,Lapsed Loyalist
CUST028223,1,0,326.49,One-Timer
CUST028224,2,0,604.21,Lapsed Loyalist
CUST028226,1,0,276.59,One-Timer
CUST028227,1,0,522.91,One-Timer
CUST028228,2,0,530.8199999999999,Lapsed Loyalist
CUST028229,1,0,242.42,One-Timer
CUST028230,1,0,188.41,One-Timer
CUST028231,1,0,187.09,One-Timer
CUST028239,1,0,191.23,One-Timer
CUST028241,1,0,309.28,One-Timer
CUST028243,1,0,371.23,One-Timer
CUST028244,2,0,811.74,Lapsed Loyalist
CUST028247,1,0,374.35,One-Timer
CUST028253,1,0,327.89,One-Timer
CUST028257,1,1,751.5,Other Active
CUST028259,1,0,460.08,One-Timer
CUST028260,1,0,404.96,One-Timer
CUST028261,1,0,260.88,One-Timer
CUST028263,1,0,350.67,One-Timer
CUST028266,1,0,378.98,One-Timer
CUST028267,1,0,383.13,One-Timer
CUST028271,1,1,705.4,Other Active
CUST028272,2,0,903.22,Lapsed Loyalist
CUST028274,1,0,350.23,One-Timer
CUST028280,1,0,244.53,One-Timer
CUST028283,1,0,364.52,One-Timer
CUST028286,1,0,532.37,One-Timer
CUST028287,1,0,407.31,One-Timer
CUST028289,2,0,660.6600000000001,Lapsed Loyalist
CUST028293,1,0,675.1,One-Timer
CUST028294,1,1,845.29,Other Active
CUST028295,1,0,396.59,One-Timer
CUST028296,1,0,309.5,One-Timer
CUST028298,4,0,2030.1,Lapsed Loyalist
CUST028306,2,1,1152.1,Other Active
CUST028307,1,0,444.11,One-Timer
CUST028311,1,0,277.85,One-Timer
CUST028315,1,0,339.67,One-Timer
CUST028317,1,0,266.13,One-Timer
CUST028322,1,0,289.47,One-Timer
CUST028324,1,0,509.5,One-Timer
CUST028328,1,0,381.87,One-Timer
CUST028334,1,1,1219.75,Other Active
CUST028336,1,0,293.81,One-Timer
CUST028337,1,1,646.87,Other Active
CUST028339,2,0,768.1600000000001,Lapsed Loyalist
CUST028340,2,1,919.85,Other Active
CUST028342,1,0,396.61,One-Timer
CUST028343,2,0,738.26,Lapsed Loyalist
CUST028345,1,0,169.35,One-Timer
CUST028346,1,0,157.74,One-Timer
CUST028354,1,0,257.98,One-Timer
CUST028356,1,0,239.95,One-Timer
CUST028358,1,0,290.34,One-Timer
CUST028362,1,0,440.91,One-Timer
CUST028363,1,0,430.59,One-Timer
CUST028364,1,1,509.36,Other Active
CUST028365,3,0,1052.17,Lapsed Loyalist
CUST028366,1,0,363.76,One-Timer
CUST028367,1,1,716.38,Other Active
CUST028368,2,1,764.22,Other Active
CUST028370,1,0,522.08,One-Timer
CUST028374,2,1,966.96,Other Active
CUST028377,1,0,297.89,One-Timer
CUST028382,1,0,212.92,One-Timer
CUST028383,1,0,231.05,One-Timer
CUST028385,1,0,578.29,One-Timer
CUST028387,1,0,208.0,One-Timer
CUST028388,2,1,776.84,Other Active
CUST028389,1,1,880.54,Other Active
CUST028393,2,0,962.1600000000001,Lapsed Loyalist
CUST028394,1,0,272.88,One-Timer
CUST028395,1,0,428.86,One-Timer
CUST028398,1,0,235.36,One-Timer
CUST028406,1,0,318.96,One-Timer
CUST028408,1,0,474.84,One-Timer
CUST028410,1,0,545.57,One-Timer
CUST028411,1,0,385.33,One-Timer
CUST028413,1,0,447.04,One-Timer
CUST028415,1,0,657.82,One-Timer
CUST028418,4,0,1519.58,Lapsed Loyalist
CUST028423,1,0,435.58,One-Timer
CUST028424,1,0,329.23,One-Timer
CUST028426,2,0,522.04,Lapsed Loyalist
